,sheet_name,Player_Name,Opponent,Game#,Result,metric,val
2933,2023-12-09,"#15 Hughey, Tyrese",Bob Jones,10.0,W,FT Rate,0.25
2934,2023-12-14,"#15 Hughey, Tyrese",@Tulane,11.0,L,FT Rate,0.23333333333333334
2935,2023-12-19,"#15 Hughey, Tyrese",Presbyterian,12.0,W,FT Rate,0.21212121212121213
2936,2023-12-30,"#15 Hughey, Tyrese",Anderson,13.0,L,FT Rate,0.24324324324324326
2937,2024-01-03,"#15 Hughey, Tyrese",@UNCG,14.0,L,FT Rate,0.23255813953488372
2938,2024-01-06,"#15 Hughey, Tyrese",@Chattanooga,15.0,L,FT Rate,0.2391304347826087
2939,2024-01-10,"#15 Hughey, Tyrese",Citadel,16.0,W,FT Rate,0.25
2940,2024-01-13,"#15 Hughey, Tyrese",ETSU,17.0,W,FT Rate,0.3157894736842105
2941,2023-11-06,"#21 Bowser, Cooper",NGU,1.0,W,FT Rate,0.5714285714285714
2942,2023-11-10,"#21 Bowser, Cooper",Belmont,2.0,W,FT Rate,0.3076923076923077
2943,2023-11-16,"#21 Bowser, Cooper",(N)Liberty,3.0,L,FT Rate,0.5
2944,2023-11-17,"#21 Bowser, Cooper",(N)Coastal,4.0,W,FT Rate,0.5
2945,2023-11-19,"#21 Bowser, Cooper",(N)Wyoming,5.0,L,FT Rate,0.5294117647058824
2946,2023-11-25,"#21 Bowser, Cooper",@UAB,6.0,L,FT Rate,0.6111111111111112
2947,2023-11-28,"#21 Bowser, Cooper",SC State,7.0,W,FT Rate,0.6111111111111112
2948,2023-12-02,"#21 Bowser, Cooper",@Princeton,8.0,L,FT Rate,0.6111111111111112
2949,2023-12-04,"#21 Bowser, Cooper",@Arkansas,9.0,L,FT Rate,0.55
2950,2023-12-09,"#21 Bowser, Cooper",Bob Jones,10.0,W,FT Rate,0.6842105263157895
2951,2023-12-14,"#21 Bowser, Cooper",@Tulane,11.0,L,FT Rate,0.7894736842105263
2952,2023-12-19,"#21 Bowser, Cooper",Presbyterian,12.0,W,FT Rate,0.85
2953,2023-12-30,"#21 Bowser, Cooper",Anderson,13.0,L,FT Rate,1.0
2954,2024-01-03,"#21 Bowser, Cooper",@UNCG,14.0,L,FT Rate,1.0
2955,2024-01-06,"#21 Bowser, Cooper",@Chattanooga,15.0,L,FT Rate,1.0
2956,2024-01-10,"#21 Bowser, Cooper",Citadel,16.0,W,FT Rate,0.9615384615384616
2957,2024-01-13,"#21 Bowser, Cooper",ETSU,17.0,W,FT Rate,0.8620689655172413
2958,2023-11-06,"#24 Williams, Alex",NGU,1.0,W,FT Rate,1.5
2959,2023-11-10,"#24 Williams, Alex",,,,FT Rate,1.5
2960,2023-11-16,"#24 Williams, Alex",,,,FT Rate,1.5
2961,2023-11-17,"#24 Williams, Alex",,,,FT Rate,1.5
2962,2023-11-19,"#24 Williams, Alex",,,,FT Rate,1.5
2963,2023-11-25,"#24 Williams, Alex",@UAB,6.0,L,FT Rate,0.7692307692307693
2964,2023-11-28,"#24 Williams, Alex",SC State,7.0,W,FT Rate,0.37037037037037035
2965,2023-12-02,"#24 Williams, Alex",@Princeton,8.0,L,FT Rate,0.34285714285714286
2966,2023-12-04,"#24 Williams, Alex",@Arkansas,9.0,L,FT Rate,0.2653061224489796
2967,2023-12-09,"#24 Williams, Alex",Bob Jones,10.0,W,FT Rate,0.2153846153846154
2968,2023-12-14,"#24 Williams, Alex",@Tulane,11.0,L,FT Rate,0.26582278481012656
2969,2023-12-19,"#24 Williams, Alex",Presbyterian,12.0,W,FT Rate,0.3103448275862069
2970,2023-12-30,"#24 Williams, Alex",Anderson,13.0,L,FT Rate,0.28421052631578947
2971,2024-01-03,"#24 Williams, Alex",,,,FT Rate,0.28421052631578947
2972,2024-01-06,"#24 Williams, Alex",@Chattanooga,15.0,L,FT Rate,0.2743362831858407
2973,2024-01-10,"#24 Williams, Alex",Citadel,16.0,W,FT Rate,0.25984251968503935
2974,2024-01-13,"#24 Williams, Alex",ETSU,17.0,W,FT Rate,0.26811594202898553
2975,2023-11-06,Team,NGU,1.0,W,FT Rate,0.6440677966101694
2976,2023-11-10,Team,Belmont,2.0,W,FT Rate,0.4375
2977,2023-11-16,Team,(N)Liberty,3.0,L,FT Rate,0.5058139534883721
2978,2023-11-17,Team,(N)Coastal,4.0,W,FT Rate,0.45021645021645024
2979,2023-11-19,Team,(N)Wyoming,5.0,L,FT Rate,0.3917525773195876
2980,2023-11-25,Team,@UAB,6.0,L,FT Rate,0.39941690962099125
2981,2023-11-28,Team,SC State,7.0,W,FT Rate,0.37844611528822053
2982,2023-12-02,Team,@Princeton,8.0,L,FT Rate,0.38288288288288286
2983,2023-12-04,Team,@Arkansas,9.0,L,FT Rate,0.37109375
2984,2023-12-09,Team,Bob Jones,10.0,W,FT Rate,0.3473684210526316
2985,2023-12-14,Team,@Tulane,11.0,L,FT Rate,0.34627329192546585
2986,2023-12-19,Team,Presbyterian,12.0,W,FT Rate,0.3553008595988539
2987,2023-12-30,Team,Anderson,13.0,L,FT Rate,0.38018741633199465
2988,2024-01-03,Team,@UNCG,14.0,L,FT Rate,0.3813664596273292
2989,2024-01-06,Team,@Chattanooga,15.0,L,FT Rate,0.3791907514450867
2990,2024-01-10,Team,Citadel,16.0,W,FT Rate,0.36721311475409835
2991,2024-01-13,Team,ETSU,17.0,W,FT Rate,0.37254901960784315
2992,2023-11-06,"#0 Smith, Pjay",NGU,1.0,W,FT%,1.0
2993,2023-11-10,"#0 Smith, Pjay",Belmont,2.0,W,FT%,0.8
2994,2023-11-16,"#0 Smith, Pjay",(N)Liberty,3.0,L,FT%,0.8
2995,2023-11-17,"#0 Smith, Pjay",(N)Coastal,4.0,W,FT%,0.8
2996,2023-11-19,"#0 Smith, Pjay",(N)Wyoming,5.0,L,FT%,0.8
2997,2023-11-25,"#0 Smith, Pjay",@UAB,6.0,L,FT%,0.875
2998,2023-11-28,"#0 Smith, Pjay",SC State,7.0,W,FT%,0.875
2999,2023-12-02,"#0 Smith, Pjay",@Princeton,8.0,L,FT%,0.9
3000,2023-12-04,"#0 Smith, Pjay",@Arkansas,9.0,L,FT%,0.9
3001,2023-12-09,"#0 Smith, Pjay",Bob Jones,10.0,W,FT%,0.9090909090909091
3002,2023-12-14,"#0 Smith, Pjay",@Tulane,11.0,L,FT%,0.8461538461538461
3003,2023-12-19,"#0 Smith, Pjay",Presbyterian,12.0,W,FT%,0.8461538461538461
3004,2023-12-30,"#0 Smith, Pjay",Anderson,13.0,L,FT%,0.8
3005,2024-01-03,"#0 Smith, Pjay",@UNCG,14.0,L,FT%,0.7777777777777778
3006,2024-01-06,"#0 Smith, Pjay",@Chattanooga,15.0,L,FT%,0.7777777777777778
3007,2024-01-10,"#0 Smith, Pjay",Citadel,16.0,W,FT%,0.7777777777777778
3008,2024-01-13,"#0 Smith, Pjay",ETSU,17.0,W,FT%,0.8
3009,2023-11-06,"#1 Pegues, JP",,,,FT%,
3010,2023-11-10,"#1 Pegues, JP",Belmont,2.0,W,FT%,0.75
3011,2023-11-16,"#1 Pegues, JP",(N)Liberty,3.0,L,FT%,0.8235294117647058
3012,2023-11-17,"#1 Pegues, JP",(N)Coastal,4.0,W,FT%,0.8421052631578947
3013,2023-11-19,"#1 Pegues, JP",(N)Wyoming,5.0,L,FT%,0.8636363636363636
3014,2023-11-25,"#1 Pegues, JP",@UAB,6.0,L,FT%,0.7777777777777778
3015,2023-11-28,"#1 Pegues, JP",SC State,7.0,W,FT%,0.7741935483870968
3016,2023-12-02,"#1 Pegues, JP",@Princeton,8.0,L,FT%,0.7878787878787878
3017,2023-12-04,"#1 Pegues, JP",@Arkansas,9.0,L,FT%,0.8372093023255814
3018,2023-12-09,"#1 Pegues, JP",Bob Jones,10.0,W,FT%,0.8372093023255814
3019,2023-12-14,"#1 Pegues, JP",@Tulane,11.0,L,FT%,0.8571428571428571
3020,2023-12-19,"#1 Pegues, JP",Presbyterian,12.0,W,FT%,0.8653846153846154
3021,2023-12-30,"#1 Pegues, JP",,,,FT%,0.8653846153846154
3022,2024-01-03,"#1 Pegues, JP",,,,FT%,0.8653846153846154
3023,2024-01-06,"#1 Pegues, JP",@Chattanooga,15.0,L,FT%,0.8448275862068966
3024,2024-01-10,"#1 Pegues, JP",Citadel,16.0,W,FT%,0.8448275862068966
3025,2024-01-13,"#1 Pegues, JP",ETSU,17.0,W,FT%,0.8636363636363636
3026,2023-11-06,"#4 VanderWal, Ben",NGU,1.0,W,FT%,0.42857142857142855
3027,2023-11-10,"#4 VanderWal, Ben",Belmont,2.0,W,FT%,0.4
3028,2023-11-16,"#4 VanderWal, Ben",(N)Liberty,3.0,L,FT%,0.5625
3029,2023-11-17,"#4 VanderWal, Ben",,,,FT%,0.5625
3030,2023-11-19,"#4 VanderWal, Ben",(N)Wyoming,5.0,L,FT%,0.5625
3031,2023-11-25,"#4 VanderWal, Ben",,,,FT%,0.5625
3032,2023-11-28,"#4 VanderWal, Ben",,,,FT%,0.5625
3033,2023-12-02,"#4 VanderWal, Ben",@Princeton,8.0,L,FT%,0.5555555555555556
3034,2023-12-04,"#4 VanderWal, Ben",@Arkansas,9.0,L,FT%,0.5454545454545454
3035,2023-12-09,"#4 VanderWal, Ben",Bob Jones,10.0,W,FT%,0.5769230769230769
3036,2023-12-14,"#4 VanderWal, Ben",@Tulane,11.0,L,FT%,0.5666666666666667
3037,2023-12-19,"#4 VanderWal, Ben",Presbyterian,12.0,W,FT%,0.6388888888888888
3038,2023-12-30,"#4 VanderWal, Ben",Anderson,13.0,L,FT%,0.5869565217391305
3039,2024-01-03,"#4 VanderWal, Ben",@UNCG,14.0,L,FT%,0.5869565217391305
3040,2024-01-06,"#4 VanderWal, Ben",@Chattanooga,15.0,L,FT%,0.6
3041,2024-01-10,"#4 VanderWal, Ben",Citadel,16.0,W,FT%,0.6
3042,2024-01-13,"#4 VanderWal, Ben",ETSU,17.0,W,FT%,0.6153846153846154
3043,2023-11-06,"#5 Foster, Marcus",NGU,1.0,W,FT%,1.0
3044,2023-11-10,"#5 Foster, Marcus",Belmont,2.0,W,FT%,1.0
3045,2023-11-16,"#5 Foster, Marcus",(N)Liberty,3.0,L,FT%,0.8666666666666667
3046,2023-11-17,"#5 Foster, Marcus",(N)Coastal,4.0,W,FT%,0.7727272727272727
3047,2023-11-19,"#5 Foster, Marcus",(N)Wyoming,5.0,L,FT%,0.8148148148148148
3048,2023-11-25,"#5 Foster, Marcus",@UAB,6.0,L,FT%,0.8529411764705882
3049,2023-11-28,"#5 Foster, Marcus",SC State,7.0,W,FT%,0.8571428571428571
3050,2023-12-02,"#5 Foster, Marcus",@Princeton,8.0,L,FT%,0.8571428571428571
3051,2023-12-04,"#5 Foster, Marcus",,,,FT%,0.8571428571428571
3052,2023-12-09,"#5 Foster, Marcus",,,,FT%,0.8571428571428571
3053,2023-12-14,"#5 Foster, Marcus",,,,FT%,0.8571428571428571
3054,2023-12-19,"#5 Foster, Marcus",,,,FT%,0.8571428571428571
3055,2023-12-30,"#5 Foster, Marcus",,,,FT%,0.8571428571428571
3056,2024-01-03,"#5 Foster, Marcus",,,,FT%,0.8571428571428571
3057,2024-01-06,"#5 Foster, Marcus",,,,FT%,0.8571428571428571
3058,2024-01-10,"#5 Foster, Marcus",,,,FT%,0.8571428571428571
3059,2024-01-13,"#5 Foster, Marcus",,,,FT%,0.8571428571428571
3060,2023-11-06,"#11 Whitt, Carter",NGU,1.0,W,FT%,0.75
3061,2023-11-10,"#11 Whitt, Carter",Belmont,2.0,W,FT%,0.6
3062,2023-11-16,"#11 Whitt, Carter",(N)Liberty,3.0,L,FT%,0.5714285714285714
3063,2023-11-17,"#11 Whitt, Carter",(N)Coastal,4.0,W,FT%,0.6666666666666666
3064,2023-11-19,"#11 Whitt, Carter",(N)Wyoming,5.0,L,FT%,0.6666666666666666
3065,2023-11-25,"#11 Whitt, Carter",@UAB,6.0,L,FT%,0.6666666666666666
3066,2023-11-28,"#11 Whitt, Carter",SC State,7.0,W,FT%,0.6923076923076923
3067,2023-12-02,"#11 Whitt, Carter",@Princeton,8.0,L,FT%,0.6923076923076923
3068,2023-12-04,"#11 Whitt, Carter",@Arkansas,9.0,L,FT%,0.6666666666666666
3069,2023-12-09,"#11 Whitt, Carter",Bob Jones,10.0,W,FT%,0.6666666666666666
3070,2023-12-14,"#11 Whitt, Carter",@Tulane,11.0,L,FT%,0.6666666666666666
3071,2023-12-19,"#11 Whitt, Carter",Presbyterian,12.0,W,FT%,0.6470588235294118
3072,2023-12-30,"#11 Whitt, Carter",Anderson,13.0,L,FT%,0.7
3073,2024-01-03,"#11 Whitt, Carter",@UNCG,14.0,L,FT%,0.7878787878787878
3074,2024-01-06,"#11 Whitt, Carter",@Chattanooga,15.0,L,FT%,0.7837837837837838
3075,2024-01-10,"#11 Whitt, Carter",Citadel,16.0,W,FT%,0.7837837837837838
3076,2024-01-13,"#11 Whitt, Carter",ETSU,17.0,W,FT%,0.8048780487804879
3077,2023-11-06,"#12 Molnar, Davis",NGU,1.0,W,FT%,0.75
3078,2023-11-10,"#12 Molnar, Davis",Belmont,2.0,W,FT%,0.75
3079,2023-11-16,"#12 Molnar, Davis",(N)Liberty,3.0,L,FT%,0.75
3080,2023-11-17,"#12 Molnar, Davis",(N)Coastal,4.0,W,FT%,0.75
3081,2023-11-19,"#12 Molnar, Davis",(N)Wyoming,5.0,L,FT%,0.75
3082,2023-11-25,"#12 Molnar, Davis",@UAB,6.0,L,FT%,0.75
3083,2023-11-28,"#12 Molnar, Davis",SC State,7.0,W,FT%,0.75
3084,2023-12-02,"#12 Molnar, Davis",@Princeton,8.0,L,FT%,0.7
3085,2023-12-04,"#12 Molnar, Davis",@Arkansas,9.0,L,FT%,0.6363636363636364
3086,2023-12-09,"#12 Molnar, Davis",,,,FT%,0.6363636363636364
3087,2023-12-14,"#12 Molnar, Davis",@Tulane,11.0,L,FT%,0.5714285714285714
3088,2023-12-19,"#12 Molnar, Davis",Presbyterian,12.0,W,FT%,0.6
3089,2023-12-30,"#12 Molnar, Davis",Anderson,13.0,L,FT%,0.6666666666666666
3090,2024-01-03,"#12 Molnar, Davis",@UNCG,14.0,L,FT%,0.7
3091,2024-01-06,"#12 Molnar, Davis",@Chattanooga,15.0,L,FT%,0.7272727272727273
3092,2024-01-10,"#12 Molnar, Davis",Citadel,16.0,W,FT%,0.7272727272727273
3093,2024-01-13,"#12 Molnar, Davis",,,,FT%,0.7272727272727273
3094,2023-11-06,"#13 Hien, Garrett",NGU,1.0,W,FT%,0.5
3095,2023-11-10,"#13 Hien, Garrett",Belmont,2.0,W,FT%,0.5
3096,2023-11-16,"#13 Hien, Garrett",(N)Liberty,3.0,L,FT%,0.4444444444444444
3097,2023-11-17,"#13 Hien, Garrett",(N)Coastal,4.0,W,FT%,0.5
3098,2023-11-19,"#13 Hien, Garrett",(N)Wyoming,5.0,L,FT%,0.5
3099,2023-11-25,"#13 Hien, Garrett",@UAB,6.0,L,FT%,0.5
3100,2023-11-28,"#13 Hien, Garrett",SC State,7.0,W,FT%,0.5
3101,2023-12-02,"#13 Hien, Garrett",@Princeton,8.0,L,FT%,0.42857142857142855
3102,2023-12-04,"#13 Hien, Garrett",@Arkansas,9.0,L,FT%,0.43478260869565216
3103,2023-12-09,"#13 Hien, Garrett",Bob Jones,10.0,W,FT%,0.43478260869565216
3104,2023-12-14,"#13 Hien, Garrett",@Tulane,11.0,L,FT%,0.4166666666666667
3105,2023-12-19,"#13 Hien, Garrett",Presbyterian,12.0,W,FT%,0.41379310344827586
3106,2023-12-30,"#13 Hien, Garrett",Anderson,13.0,L,FT%,0.43902439024390244
3107,2024-01-03,"#13 Hien, Garrett",@UNCG,14.0,L,FT%,0.43902439024390244
3108,2024-01-06,"#13 Hien, Garrett",@Chattanooga,15.0,L,FT%,0.43902439024390244
3109,2024-01-10,"#13 Hien, Garrett",Citadel,16.0,W,FT%,0.4222222222222222
3110,2024-01-13,"#13 Hien, Garrett",ETSU,17.0,W,FT%,0.4222222222222222
3111,2023-11-06,"#15 Hughey, Tyrese",NGU,1.0,W,FT%,0.5
3112,2023-11-10,"#15 Hughey, Tyrese",Belmont,2.0,W,FT%,0.5
3113,2023-11-16,"#15 Hughey, Tyrese",,,,FT%,0.5
3114,2023-11-17,"#15 Hughey, Tyrese",,,,FT%,0.5
3115,2023-11-19,"#15 Hughey, Tyrese",(N)Wyoming,5.0,L,FT%,0.5
3116,2023-11-25,"#15 Hughey, Tyrese",@UAB,6.0,L,FT%,0.5
3117,2023-11-28,"#15 Hughey, Tyrese",SC State,7.0,W,FT%,0.6
3118,2023-12-02,"#15 Hughey, Tyrese",@Princeton,8.0,L,FT%,0.7142857142857143
3119,2023-12-04,"#15 Hughey, Tyrese",@Arkansas,9.0,L,FT%,0.7142857142857143
3120,2023-12-09,"#15 Hughey, Tyrese",Bob Jones,10.0,W,FT%,0.7142857142857143
3121,2023-12-14,"#15 Hughey, Tyrese",@Tulane,11.0,L,FT%,0.7142857142857143
3122,2023-12-19,"#15 Hughey, Tyrese",Presbyterian,12.0,W,FT%,0.7142857142857143
3123,2023-12-30,"#15 Hughey, Tyrese",Anderson,13.0,L,FT%,0.7777777777777778
3124,2024-01-03,"#15 Hughey, Tyrese",@UNCG,14.0,L,FT%,0.8
3125,2024-01-06,"#15 Hughey, Tyrese",@Chattanooga,15.0,L,FT%,0.7272727272727273
3126,2024-01-10,"#15 Hughey, Tyrese",Citadel,16.0,W,FT%,0.6923076923076923
3127,2024-01-13,"#15 Hughey, Tyrese",ETSU,17.0,W,FT%,0.7222222222222222
3128,2023-11-06,"#21 Bowser, Cooper",NGU,1.0,W,FT%,0.75
3129,2023-11-10,"#21 Bowser, Cooper",Belmont,2.0,W,FT%,0.75
3130,2023-11-16,"#21 Bowser, Cooper",(N)Liberty,3.0,L,FT%,0.6666666666666666
3131,2023-11-17,"#21 Bowser, Cooper",(N)Coastal,4.0,W,FT%,0.7142857142857143
3132,2023-11-19,"#21 Bowser, Cooper",(N)Wyoming,5.0,L,FT%,0.6666666666666666
3133,2023-11-25,"#21 Bowser, Cooper",@UAB,6.0,L,FT%,0.6363636363636364
3134,2023-11-28,"#21 Bowser, Cooper",SC State,7.0,W,FT%,0.6363636363636364
3135,2023-12-02,"#21 Bowser, Cooper",@Princeton,8.0,L,FT%,0.6363636363636364
3136,2023-12-04,"#21 Bowser, Cooper",@Arkansas,9.0,L,FT%,0.6363636363636364
3137,2023-12-09,"#21 Bowser, Cooper",Bob Jones,10.0,W,FT%,0.6923076923076923
3138,2023-12-14,"#21 Bowser, Cooper",@Tulane,11.0,L,FT%,0.6666666666666666
3139,2023-12-19,"#21 Bowser, Cooper",Presbyterian,12.0,W,FT%,0.5882352941176471
3140,2023-12-30,"#21 Bowser, Cooper",Anderson,13.0,L,FT%,0.6190476190476191
3141,2024-01-03,"#21 Bowser, Cooper",@UNCG,14.0,L,FT%,0.6
3142,2024-01-06,"#21 Bowser, Cooper",@Chattanooga,15.0,L,FT%,0.6
3143,2024-01-10,"#21 Bowser, Cooper",Citadel,16.0,W,FT%,0.6
3144,2024-01-13,"#21 Bowser, Cooper",ETSU,17.0,W,FT%,0.6
3145,2023-11-06,"#24 Williams, Alex",NGU,1.0,W,FT%,1.0
3146,2023-11-10,"#24 Williams, Alex",,,,FT%,1.0
3147,2023-11-16,"#24 Williams, Alex",,,,FT%,1.0
3148,2023-11-17,"#24 Williams, Alex",,,,FT%,1.0
3149,2023-11-19,"#24 Williams, Alex",,,,FT%,1.0
3150,2023-11-25,"#24 Williams, Alex",@UAB,6.0,L,FT%,0.7
3151,2023-11-28,"#24 Williams, Alex",SC State,7.0,W,FT%,0.7
3152,2023-12-02,"#24 Williams, Alex",@Princeton,8.0,L,FT%,0.6666666666666666
3153,2023-12-04,"#24 Williams, Alex",@Arkansas,9.0,L,FT%,0.6923076923076923
3154,2023-12-09,"#24 Williams, Alex",Bob Jones,10.0,W,FT%,0.7142857142857143
3155,2023-12-14,"#24 Williams, Alex",@Tulane,11.0,L,FT%,0.8095238095238095
3156,2023-12-19,"#24 Williams, Alex",Presbyterian,12.0,W,FT%,0.7777777777777778
3157,2023-12-30,"#24 Williams, Alex",Anderson,13.0,L,FT%,0.7777777777777778
3158,2024-01-03,"#24 Williams, Alex",,,,FT%,0.7777777777777778
3159,2024-01-06,"#24 Williams, Alex",@Chattanooga,15.0,L,FT%,0.8064516129032258
3160,2024-01-10,"#24 Williams, Alex",Citadel,16.0,W,FT%,0.7878787878787878
3161,2024-01-13,"#24 Williams, Alex",ETSU,17.0,W,FT%,0.7837837837837838
3162,2023-11-06,Team,NGU,1.0,W,FT%,0.7105263157894737
3163,2023-11-10,Team,Belmont,2.0,W,FT%,0.6785714285714286
3164,2023-11-16,Team,(N)Liberty,3.0,L,FT%,0.7126436781609196
3165,2023-11-17,Team,(N)Coastal,4.0,W,FT%,0.7211538461538461
3166,2023-11-19,Team,(N)Wyoming,5.0,L,FT%,0.7368421052631579
3167,2023-11-25,Team,@UAB,6.0,L,FT%,0.7226277372262774
3168,2023-11-28,Team,SC State,7.0,W,FT%,0.7218543046357616
3169,2023-12-02,Team,@Princeton,8.0,L,FT%,0.7058823529411765
3170,2023-12-04,Team,@Arkansas,9.0,L,FT%,0.7105263157894737
3171,2023-12-09,Team,Bob Jones,10.0,W,FT%,0.7171717171717171
3172,2023-12-14,Team,@Tulane,11.0,L,FT%,0.7174887892376681
3173,2023-12-19,Team,Presbyterian,12.0,W,FT%,0.7137096774193549
3174,2023-12-30,Team,Anderson,13.0,L,FT%,0.7007042253521126
3175,2024-01-03,Team,@UNCG,14.0,L,FT%,0.7100977198697068
3176,2024-01-06,Team,@Chattanooga,15.0,L,FT%,0.7134146341463414
3177,2024-01-10,Team,Citadel,16.0,W,FT%,0.7053571428571429
3178,2024-01-13,Team,ETSU,17.0,W,FT%,0.7202216066481995
3179,2023-11-06,"#0 Smith, Pjay",NGU,1.0,W,DEFL/POSS,10.714285714285714
3180,2023-11-10,"#0 Smith, Pjay",Belmont,2.0,W,DEFL/POSS,13.7
3181,2023-11-16,"#0 Smith, Pjay",(N)Liberty,3.0,L,DEFL/POSS,19.1
3182,2023-11-17,"#0 Smith, Pjay",(N)Coastal,4.0,W,DEFL/POSS,17.0
3183,2023-11-19,"#0 Smith, Pjay",(N)Wyoming,5.0,L,DEFL/POSS,18.666666666666668
3184,2023-11-25,"#0 Smith, Pjay",@UAB,6.0,L,DEFL/POSS,18.11111111111111
3185,2023-11-28,"#0 Smith, Pjay",SC State,7.0,W,DEFL/POSS,17.0
3186,2023-12-02,"#0 Smith, Pjay",@Princeton,8.0,L,DEFL/POSS,14.933333333333334
3187,2023-12-04,"#0 Smith, Pjay",@Arkansas,9.0,L,DEFL/POSS,15.612903225806452
3188,2023-12-09,"#0 Smith, Pjay",Bob Jones,10.0,W,DEFL/POSS,16.34375
3189,2023-12-14,"#0 Smith, Pjay",@Tulane,11.0,L,DEFL/POSS,16.2972972972973
3190,2023-12-19,"#0 Smith, Pjay",Presbyterian,12.0,W,DEFL/POSS,16.425
3191,2023-12-30,"#0 Smith, Pjay",Anderson,13.0,L,DEFL/POSS,17.166666666666668
3192,2024-01-03,"#0 Smith, Pjay",@UNCG,14.0,L,DEFL/POSS,16.104166666666668
3193,2024-01-06,"#0 Smith, Pjay",@Chattanooga,15.0,L,DEFL/POSS,16.08
3194,2024-01-10,"#0 Smith, Pjay",Citadel,16.0,W,DEFL/POSS,15.052631578947368
3195,2024-01-13,"#0 Smith, Pjay",ETSU,17.0,W,DEFL/POSS,15.362068965517242
3196,2023-11-06,"#1 Pegues, JP",,,,DEFL/POSS,
3197,2023-11-10,"#1 Pegues, JP",Belmont,2.0,W,DEFL/POSS,13.25
3198,2023-11-16,"#1 Pegues, JP",(N)Liberty,3.0,L,DEFL/POSS,15.714285714285714
3199,2023-11-17,"#1 Pegues, JP",(N)Coastal,4.0,W,DEFL/POSS,21.625
3200,2023-11-19,"#1 Pegues, JP",(N)Wyoming,5.0,L,DEFL/POSS,23.3
3201,2023-11-25,"#1 Pegues, JP",@UAB,6.0,L,DEFL/POSS,22.692307692307693
3202,2023-11-28,"#1 Pegues, JP",SC State,7.0,W,DEFL/POSS,16.636363636363637
3203,2023-12-02,"#1 Pegues, JP",@Princeton,8.0,L,DEFL/POSS,19.318181818181817
3204,2023-12-04,"#1 Pegues, JP",@Arkansas,9.0,L,DEFL/POSS,20.583333333333332
3205,2023-12-09,"#1 Pegues, JP",Bob Jones,10.0,W,DEFL/POSS,18.862068965517242
3206,2023-12-14,"#1 Pegues, JP",@Tulane,11.0,L,DEFL/POSS,22.20689655172414
3207,2023-12-19,"#1 Pegues, JP",Presbyterian,12.0,W,DEFL/POSS,21.12121212121212
3208,2023-12-30,"#1 Pegues, JP",,,,DEFL/POSS,21.12121212121212
3209,2024-01-03,"#1 Pegues, JP",,,,DEFL/POSS,21.12121212121212
3210,2024-01-06,"#1 Pegues, JP",@Chattanooga,15.0,L,DEFL/POSS,20.594594594594593
3211,2024-01-10,"#1 Pegues, JP",Citadel,16.0,W,DEFL/POSS,21.025641025641026
3212,2024-01-13,"#1 Pegues, JP",ETSU,17.0,W,DEFL/POSS,21.170731707317074
3213,2023-11-06,"#4 VanderWal, Ben",NGU,1.0,W,DEFL/POSS,15.75
3214,2023-11-10,"#4 VanderWal, Ben",Belmont,2.0,W,DEFL/POSS,20.6
3215,2023-11-16,"#4 VanderWal, Ben",(N)Liberty,3.0,L,DEFL/POSS,27.0
3216,2023-11-17,"#4 VanderWal, Ben",,,,DEFL/POSS,27.0
3217,2023-11-19,"#4 VanderWal, Ben",(N)Wyoming,5.0,L,DEFL/POSS,27.285714285714285
3218,2023-11-25,"#4 VanderWal, Ben",,,,DEFL/POSS,27.285714285714285
3219,2023-11-28,"#4 VanderWal, Ben",,,,DEFL/POSS,27.285714285714285
3220,2023-12-02,"#4 VanderWal, Ben",@Princeton,8.0,L,DEFL/POSS,22.4
3221,2023-12-04,"#4 VanderWal, Ben",@Arkansas,9.0,L,DEFL/POSS,24.4
3222,2023-12-09,"#4 VanderWal, Ben",Bob Jones,10.0,W,DEFL/POSS,28.4
3223,2023-12-14,"#4 VanderWal, Ben",@Tulane,11.0,L,DEFL/POSS,30.6
3224,2023-12-19,"#4 VanderWal, Ben",Presbyterian,12.0,W,DEFL/POSS,29.727272727272727
3225,2023-12-30,"#4 VanderWal, Ben",Anderson,13.0,L,DEFL/POSS,24.733333333333334
3226,2024-01-03,"#4 VanderWal, Ben",@UNCG,14.0,L,DEFL/POSS,21.473684210526315
3227,2024-01-06,"#4 VanderWal, Ben",@Chattanooga,15.0,L,DEFL/POSS,21.571428571428573
3228,2024-01-10,"#4 VanderWal, Ben",Citadel,16.0,W,DEFL/POSS,22.772727272727273
3229,2024-01-13,"#4 VanderWal, Ben",ETSU,17.0,W,DEFL/POSS,19.857142857142858
3230,2023-11-06,"#5 Foster, Marcus",NGU,1.0,W,DEFL/POSS,13.75
3231,2023-11-10,"#5 Foster, Marcus",Belmont,2.0,W,DEFL/POSS,18.5
3232,2023-11-16,"#5 Foster, Marcus",(N)Liberty,3.0,L,DEFL/POSS,21.125
3233,2023-11-17,"#5 Foster, Marcus",(N)Coastal,4.0,W,DEFL/POSS,26.0
3234,2023-11-19,"#5 Foster, Marcus",(N)Wyoming,5.0,L,DEFL/POSS,24.0
3235,2023-11-25,"#5 Foster, Marcus",@UAB,6.0,L,DEFL/POSS,24.714285714285715
3236,2023-11-28,"#5 Foster, Marcus",SC State,7.0,W,DEFL/POSS,26.4
3237,2023-12-02,"#5 Foster, Marcus",@Princeton,8.0,L,DEFL/POSS,26.0625
